source_id,source,summary
11-1,"at the grand old age of 75 , jack nicklaus is still capable of hitting aces . 
the golden bear added another magic moment to his storied career at augusta national in the par-3 contest . 
stepping up to the tee on the 130-yard fourth , the greatest golfer of all time saw his shot sail beyond the flag before spinning back into the hole . 
jack nicklaus gave the crowd something to cheer with a hole in one on the fourth during the par-3 contest
nicklaus holds up his ball to an adoring crowd as gary player ( left ) and ben crenshaw salute the great
crenshaw and nicklaus fist pump following his ace on the 130-yard hole at augusta national
nicklaus was playing alongside gary player and ben crenshaw as the first roar of masters week filled the skies in a sunswept georgia . 
` i had an interview this morning , and i said "" well , all i 've got to do is go out and win the par-3 and make a hole and one "" , and i make a hole in one , ' nicklaus said afterwards . 
the ace was nicklaus ' first on the hallowed turf of augusta , but the veteran saw his achievement eclipsed by that of camilo villegas on a day which saw five hole-in-ones , levelling the record from 2002 . 
the colombian followed nicklaus with an ace on the fourth and also managed one on the eighth , but he could n't quite land the title , losing out to world no 74 kevin streelman in a play-off . 
nicklaus became the youngest person to wear a green jacket in 1963 , and collected his sixth in 1986 . 
he is one of five men to complete the career grand slam , an accolade which favourite rory mcilroy can achieve if he wins his third major in succession .","Jack Nicklaus, at the age of 75, produced a memorable moment at Augusta National by hitting a hole in one on the 130-yard fourth hole during the par-3 contest—his first ace at the course. Playing with legends Gary Player and Ben Crenshaw, he later remarked that he had planned to secure the win with that shot. Despite the celebration, his achievement was somewhat overshadowed by Colombian Camilo Villegas, who recorded multiple aces that day, though he ultimately lost in a playoff to Kevin Streelman. The passage also highlights Nicklaus’ storied career, noting that he was the youngest to earn a Green Jacket in 1963, won his sixth in 1986, and is one of only five men to achieve a career Grand Slam."
11-3,"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal . 
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month . 
it is the first sighting of the species in wa and only the second in australia . 
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling . 
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) . 
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species . 
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said . 
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . ' 
the species is usually found in indonesian waters , the philippines and the sea of japan . 
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin . 
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums . 
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 67 vertebrae","A juvenile female Omura’s whale, a species once feared nearly extinct, washed up on a remote Exmouth beach in Western Australia after Tropical Cyclone Olwyn. This is the first sighting in WA and only the second in Australia. Initially difficult to identify, wildlife staff confirmed its identity with DNA profiling. Described in scientific journals for the first time in 2003, Omura’s whales are typically found in tropical and subtropical waters around Indonesia, the Philippines, and the Sea of Japan, and are noted for their sleek bodies and unique skeletal features. The carcass has been buried, with plans to recover the skeleton later for further scientific investigation and potential museum display."
11-4,"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal . 
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month . 
it is the first sighting of the species in wa and only the second in australia . 
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling . 
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) . 
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species . 
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said . 
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . ' 
the species is usually found in indonesian waters , the philippines and the sea of japan . 
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin . 
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums . 
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 63 vertebrae","A juvenile female Omura’s whale—long feared extinct—was found washed up on a remote Exmouth beach in Western Australia after Tropical Cyclone Olwyn. This represents the first sighting of the species in WA and only the second in Australia. Wildlife staff confirmed the 5.68‐meter whale’s identity using DNA profiling, a discovery that Environment Minister Albert Jacob described as highly significant given the species’ recent scientific description (first noted in 2003) and its usual habitat in tropical and subtropical waters near Indonesia, the Philippines, and the Sea of Japan. The whale’s sleek body and unique skeletal traits—including a notably high number of vertebrae and four digits on each pectoral fin—will aid in improving field identification guides. Its carcass has been buried with plans to recover the skeleton later for further study and possible display in museums."
1-0,"Poseidon (film) . Poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million .","The film Poseidon grossed approximately $181.67 million worldwide, with a production budget of $160 million."
1-1,`` Hourglass '' is a song by British electronic duo Disclosure . Hourglass is singer-songwriter James Taylor 's fourteenth studio album .,The passage states that “Hourglass” is the title of a song by the British electronic duo Disclosure and also the title of singer-songwriter James Taylor’s fourteenth studio album.
1-2,"As of , more than cases of COVID-19 have been reported in more than 190 countries and 200 territories , resulting in more than deaths .","The passage states that, as of an unspecified date, COVID-19 has been reported in over 190 countries and 200 territories, resulting in more than an unspecified number of cases and deaths."
1-3,"As of 22 February 2020 , 77,984 cases have been confirmed , including in all provinces of China and more than two dozen other countries .","As of February 22, 2020, 77,984 cases have been confirmed, with cases reported in every province of China as well as in over two dozen other countries."
1-4,"As of 22 February 2020 , 78,629 cases have been confirmed , including in all provinces of China and more than two dozen other countries .","By February 22, 2020, there were 78,629 confirmed cases reported, with occurrences in every province of China as well as in more than two dozen other countries."
10-0,"The ""black box"" of the Su-24 jet was officially opened in Moscow on Friday in front of journalists and diplomats. Nikolai Primak, head of the Russian investigation, said flight information appeared to be missing. Data from the box could help resolve the dispute over the jet's location when it was hit. An analysis is expected to be released next week. The downing of the jet plunged relations between Russia and Turkey into crisis, with Moscow imposing sanctions in response. Turkey insists that the jet, from the Russian air contingent deployed in Syria in support of President Bashar al-Assad, ignored warnings to leave its airspace. Russia says it was shot down within Syrian airspace and President Vladimir Putin vented his anger at Turkey's government again on Thursday, accusing it of subservience to the US and of ""creeping Islamisation"". What we know about how the Su-24 was downedHow Russia's sanctions could hit TurkeyThe war of words as it eruptedThe two countries are heavily involved in Syria but take radically different positions despite both being ostensibly opposed to the Islamic State (IS) militant group. The Su-24 was shot down by F-16 fighters on 24 November. Both crew members ejected but the pilot was killed, apparently by militants on the ground while the navigator was rescued. A Russian marine sent to rescue the crew was also killed and a helicopter destroyed on the ground. Russia has demanded an apology from Turkey and in the meantime has imposed sanctions including a ban on package holidays, which could cost Turkey billions of dollars.","The passage reports that the Su-24 jet’s black box was recently opened in Moscow amid an investigation after crucial flight data was found missing. Officials hope that the recovered data will clarify where the jet was located when it was hit. On November 24, the jet was shot down by F-16 fighters; although both crew members ejected, the pilot was killed—apparently by militants on the ground—and a Russian marine sent for rescue was also killed, with a helicopter destroyed in the process. The incident has strained Russian-Turkish relations, with Turkey claiming the jet ignored warnings in its airspace, while Russia maintains it was shot down over Syrian territory. In response, Russia has imposed sanctions on Turkey, including a ban on package holidays, and demanded an apology, further intensifying the diplomatic crisis."
10-2,"hong kong ( cnn ) six people were hurt after an explosion at a controversial chemical plant in china 's southeastern fujian province sparked a huge fire , provincial authorities told state media . 
the plant , located in zhangzhou city , produces paraxylene ( px ) , a reportedly carcinogenic chemical used in the production of polyester films and fabrics . 
the blast occurred at an oil storage facility monday night after an oil leak , though local media has not reported any toxic chemical spill . 
five out of six people were injured by broken glass and have been sent to the hospital for treatment , xinhua news agency reported . 
more than 600 firefighters were sent to battle the blaze and the fire is now under control , the zhangzhou fire department wrote on their official microblogging account tuesday morning . 
residents living close to the plant had heard the explosion and took to weibo to post photos of the fire . 
one user wrote that he heard a loud blast and felt slight tremors . 
the plant was hit by another explosion in july 2013 , although there were no reports of casualties or toxic leaks at the time . 
though demonstrations are illegal in china , the construction of px plants has sparked protests , which have occasionally turned violent , in several cities in recent years . 
the zhangzhou plant was slated for xiamen -- a densely populated city in the southeast of the country . 
however , it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current , more remote location .","Six people were injured when an oil leak at an oil storage facility triggered an explosion and subsequent blaze at a controversial chemical plant in Zhangzhou, Fujian province. The plant produces paraxylene—a reportedly carcinogenic chemical used in making polyester films and fabrics. Five of the injured, who were hurt by broken glass, have been hospitalized, and over 600 firefighters have since brought the fire under control. The plant, which had a previous explosion in 2013 without casualties, has long been contentious; its original plan to locate in Xiamen was scrapped after pollution concerns and protests in 2007 led authorities to move it to a more remote area."
10-3,"The girl, aged 15 at the time, had met a man called David Ayrton in a Portsmouth garage in the autumn of 2004. The defendant, now 34 and called Davina, denied the charge. She will be sentenced on 4 March. Judge Ian Pearson remanded her into custody and said it was likely she would be held at a male prison. He added: ""If I were to release on bail there are substantial grounds to believe she would be a risk to herself and a risk of failing to attend for whatever reason. "" I will therefore have to remand in custody. It will have to be a male prison in Winchester but it will be an issue for the prison service."" He also told the jury at Portsmouth Crown Court: ""It's been a slightly unusual case and it's not been an easy case."" The court heard that Ayrton, who has learning difficulties, attempted to commit suicide last summer. Protocols have been put in place for her detention at the prison, a court officer explained. During the trial Ayrton spoke about her sexuality, and said she she had not ""made any physical changes or enhancements"" to her body or taken any medication. She changed her name in 2012. Portsmouth Crown Court was told she raped the teenager while two others were asleep in the garage. The victim said she shouted and swore at Ayrton to stop the attack, but her friends had not woken up. She had ""only drunk a can and a half of Foster's"" and clearly recollected the events. The court heard that in 2014 Ayrton told a worker at the care home where she lived in Fordingbridge, Hampshire, about the attack.","The case involves a 34‐year‐old defendant, now known as Davina (formerly David Ayrton, who changed her name in 2012), accused of raping a 15‐year‐old girl in a Portsmouth garage in autumn 2004. The victim, who had consumed only a can and a half of Foster’s, testified that she shouted and swore for Davina to stop the attack while her friends slept. During the trial, the defendant, who has learning difficulties and admitted to a suicide attempt last summer, denied the charge and spoke about her sexuality, stating she had not undergone any physical changes or taken medication. Judge Ian Pearson, describing the case as “slightly unusual” and difficult, remanded her into custody—citing bail risks—and noted she would likely be held in a male prison in Winchester. Her sentencing is scheduled for March 4."
10-4,"the city of eugene in the united states has been awarded the rights to host the 2021 iaaf world championships . 
the decision was taken by the international association of athletics federations council , who decided to bypass the usual bidding process because of what it saw as a ` unique strategic opportunity to host the iaaf world championships for the first time in the usa ' . 
eugene failed last november in its bid to host the 2019 event , which was instead awarded to doha , but a recent presentation to the iaaf persuaded the governing body the city has what it takes to stage a world championships . 
eugene in the united states has been awarded the rights to host the 2021 iaaf world championships
qatar captial doha , home to the aspire dome , beat eugene to host the 2019 event
` in granting the championships to eugene the iaaf council have made a clear choice on a strategic decision that enables us to take advantage of a unique opportunity that may never arise again , whereby public authorities , the private sector , the national olympic committee , nbc and a particularly enthusiastic public are joining forces , ' iaaf president lamine diack said in a statement . 
` although this decision departs from the usual procedure , i am delighted that my council colleagues understood the enormous opportunity presented to us to access a key market and have taken a decision in the interest of the global development of our sport . ' 
the 2007 world championships held in osaka , japan was also awarded without a bidding process . 
mo farah won gold in the men 's 10000 metres during the 2016 iaaf world athletics championships in moscow","Eugene, USA, has been named the host city for the 2021 IAAF World Championships. The decision, made by the IAAF Council, bypassed the normal bidding process because they saw a unique opportunity to stage the event in the United States for the first time. Although Eugene lost its bid for the 2019 championships to Doha, a strong presentation convinced the board of its capability. IAAF President Lamine Diack emphasized the strategic benefits of accessing a key market through united efforts between public authorities, the private sector, and other stakeholders—a nontraditional approach similar to the 2007 championships in Osaka."
13-0,"He was seriously injured in a bomb attack in Afghanistan in 2006. Since carrying the torch on 26 June, Doncaster-based L/Bdr Parkinson has had thousands of requests on Facebook. But the site limits friend associations to 5,000 per personal page and he cannot accept all the requests. Flanked by hundreds of people, he walked for nearly half an hour with the Olympic torch with an assistant who supported his arm. L/Bdr Parkinson's nomination stated: ""The brain injury took his speech, but not his personality and sense of humour,"" adding he now speaks unaided. It said: ""Determined to prove everyone wrong, he fought back every step of the way. Ben's intelligence and wit [are] unchanged. Still the same funny and caring Ben."" He spends 12 hours a day in the gym and rehab and walks with crutches, spending ""the rest of his time spent raising money for many military charities and as patron of his beloved             Pilgrim Bandits "". L/Bdr Parkinson's mother Diane said the responses had ""been phenomenal"" and that Ben was really ""buoyed up"" by the support and friendship he had been shown. She said: ""It's just unbelievable, Ben's had way over 5,000 friend requests but Facebook won't let him have more than that number. "" Thousands of people have joined the Pilgrim Bandits website and the messages of support we've had are great. "" Ben's page has had 19,000 hits just on an update, I don't understand how these things work, but it's phenomenal."" She said the amount of post the family had received had also increased. She added: ""Some mail has just been addressed to Ben, please Mr Postie. "" E-mail traffic has gone through the roof and Ben's had hundreds of requests to visit places with the [Olympic] torch. "" He's absolutely bouncing and buoyed up and elated."" Facebook would not comment on the issue but their guidance was that if people were receiving this many requests then they have become a public figure, so should consider having a page instead of a profile. Alternatively, Ben could use subscribe so that people can see his public updates without actually becoming a friend. A total of 8,000 people will carry the flame during its 8,000 mile, 70-day journey to the opening ceremony of the Olympic Games in London on 27 July.","L/Bdr Parkinson, injured in a 2006 Afghanistan bomb attack, carried the Olympic torch on June 26 despite using crutches and undergoing 12-hour daily rehab sessions. Although his brain injury once affected his speech, he now speaks unaided and remains celebrated for his humor and determination. His torch-carrying act generated overwhelming support on Facebook—receiving over 5,000 friend requests (exceeding the personal profile’s limit) and driving massive website traffic and email responses. Parkinson also devotes his time to raising money for military charities and serves as a patron of the Pilgrim Bandits. The event is part of a larger relay where 8,000 people will carry the flame over an 8,000‑mile, 70‑day journey to the London Olympics opening ceremony on July 27."
13-1,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","The passage outlines a controversial plot development in Poldark. Demelza Poldark, who was barely showing her pregnancy last week, is now depicted as being eight months pregnant and quickly gives birth in the upcoming episode—a timeline that fans find hard to believe. Meanwhile, Ross Poldark (played by Aidan Turner) is shown as a devoted father and a romantic figure, although his heart remains unavailable for a new relationship. Fans have noted and joked about the show's rapid pregnancy progress, comparing it to previous instances within the series."
13-2,"hundreds of children were admitted to hospital last year after being born brain damaged following exposure to alcohol in the womb , alarming new figures have revealed . 
in total , 272 youngsters left disabled by foetal alcohol syndrome were hospitalised in england over the past 12 months , according to data from the official health and social care information centre . 
but the actual number affected by their mother ' s drinking could be far greater , experts have warned . 
warning : new figures show that 272 youngsters left disabled by foetal alcohol syndrome were hospitalised in england over the past 12 months , according to the official health and social care information centre
research by the world health organisation suggests that at least one in 100 babies born in the uk could suffer learning , behavioural and physical problems such as deformed limbs because of exposure to alcohol , according to the sunday people . 
that equates to about 7,500 every year . 
elizabeth mitchell , of the national organisation for foetal alchol syndrome , told reporter nicola fifield : ` children born with the syndrome do n't get better . 
` it is an enormous problem and one that is terribly sad and vastly under-diagnosed . ' 
tip of the iceberg : research by the world health organisation suggests that at least one in 100 babies born in the uk could suffer learning and behavioural problems because of exposure to alcohol in the womb
one teenager who was born with foetal alcohol syndrome is 15-year-old niamh brown . 
she needs help getting dressed , has no sense of danger and will never be able to live independently . 
niamh was three when her adoptive parents julia and simon first noticed something was wrong . 
she stuggled at playschool , having difficulty holding a pencil and paying attention . 
two years later , at the age of five , niamh was diagnosed with foetal alcohol syndrome from her birth mother 's drinking . 
in 2007 , julia and simon set up the foetal alcohol spectrum disorder trust to help others . 
other medical issues associated with alcohol consumption during pregnancy include problems with the liver , kidneys and heart , cerebral palsy , sight loss and epilepsy . 
pregnant women are advised by the government not to drink alcohol . 
if they do , the maximum consumption recommended is up to two units no more than twice a week . 
but ms mitchell believes the guidance should be changed so that women are advised not to drink at all during pregnancy .","The passage reports that 272 children disabled by foetal alcohol syndrome were admitted to hospitals in England over the past year, though experts warn that many more could be affected. Research by the World Health Organization indicates that roughly one in every 100 UK babies—about 7,500 annually—might suffer from a range of learning, behavioral, and physical problems due to alcohol exposure in the womb. Through the example of 15-year-old Niamh Brown, who faces lifelong challenges as a result of the syndrome, the article emphasizes that children with this condition do not improve over time. It also notes that while pregnant women are currently advised to limit their alcohol intake (up to two units twice a week), advocates like Elizabeth Mitchell argue that the guidance should be revised to recommend complete abstinence during pregnancy."
13-3,"The Scots have won all five qualifiers to date and host Iceland at Falkirk Stadium on Friday knowing victory would all but secure their place. But Evans is desperate not to miss out again after play-off losses for Euro 2013 and last year's  World Cup. ""Now that we're in this position, it would be devastating,"" she said. ""We've been so close and fallen at the last hurdle twice now trying to get to major competitions. ""It would be more heartbreak than humiliation. ""Iceland, ranked one place above the Scots at number 20 in the world, are also unbeaten after four wins from four, with the outcome of Friday's contest and the return fixture in Reykjavik on 20 September likely to decide who tops the group. ""Obviously reaching the finals is everyone's aim,"" said 24-year-old Bayern Munich forward Evans. "" It's been my aim since I got into the squad, and [veteran goalkeeper] Gemma Fay has been aiming for it for 15 years. ""I think it's going to be emotional if we do get there, although we're taking it step by step, trying not to think too far ahead. ""With the best six of the eight group runners-up also qualifying automatically, Scotland are in pole position to reach next summer's finals in the Netherlands without the need for a play-off. ""Iceland are top seeds in the group,"" Evans noted. "" They're a really good side and we've always had tough games against them. ""But we know we've got a really good chance to beat them. ""It would be fantastic to have a big crowd at Falkirk. Having the fans behind us makes a huge difference. ""Evans is one of 12 players in the current 20-strong squad who play outside Scotland, with five at English clubs, four in Sweden and two at Seattle Reign in the United States National Women's Soccer League, including newly-crowned BBC Women's Footballer of the Year Kim Little. Perth-born Evans recently celebrated winning the women's Bundesliga in her first season at Bayern, rubbing shoulders with the likes of Franck Ribery and Arjen Robben as they joined the victorious men's squad for a rapturous reception on the balcony at Munich's New Town Hall. ""It was mind-blowing, completely mind-blowing,"" she recalled. "" There were thousands of people cheering when we came out. ""We had a party with the men's team on the Saturday night, having been in their stadium on the Saturday just to get congratulated. ""I actually walked out with Franck Ribery at the Town Hall, but, in the photos, Arjen Robben is in the background. I don't know them very well, but they were all really chatty, really good with us. ""Evans, who won four Scottish Women's Premier League titles and six domestic cups with Glasgow City before moving to Germany with Turbine Potsdam, believes the benefits of having more players in the world's top leagues benefits the national team as they close in on a first major finals. ""Germany has been at the top of women's football for a long time now - it has really developed over there,"" she added. ""The league is good, arguably one of the best in the world for competitiveness, and we have a hard game every week. ""Even within the Bayern set-up, there is such good competition. Just being able to train with those players every day makes you better. I'm really privileged. ""The league in Scotland is improving, but the girls playing abroad bring something different. ""It is a different culture, a new way of playing, and that adds to the national team.""","Scotland’s women’s team, undefeated in all five qualifiers, is set to host unbeaten Iceland at Falkirk Stadium—a win that would almost guarantee their spot in next summer’s finals in the Netherlands. Forward Evans, determined to avoid the play-off heartbreak of previous campaigns, stresses the emotional cost of missing out while acknowledging Iceland’s strength. She also highlights how having 12 players competing in top leagues abroad, including her own successful stint with Bayern Munich, is bolstering the national team’s competitiveness and overall growth."
13-4,"this is the moment an aeroplane touched down on a runway without deploying its landing gear and skidded along the runway on its belly . 
captured in fort pierce , florida , the shocking footage shows the light general aviation aircraft approaching the aero acres residential airpark . 
despite the fact the aerostar plane travels at speed , its descent towards the landing strip appears normal until the video maker makes a startling observation . 
the light general aviation aircraft approaches the aero acres residential airpark and touches down without its landing gear deployed
he states that the landing gear has not been deployed and at that very moment the plane touches down with a bump and scratches along the tarmac . 
its propellers can be heard ricocheting off the ground as the wings bounce up and down from the impact . 
suddenly the pilot re-engages the engines and rather unceremoniously takes off back into the air . 
the plane 's propellers can be heard ricocheting off the ground as the wings bounce up and down from the impact
the video maker can be heard saying that the plane 's propellers have been damaged in the collision with the runway and that more than likely , the pilot will crash . 
he later said : ` i was walking down the flight line of aircraft that flew in for the day , which is close to the main runway and noticed this light twin aircraft coming in low . 
` i noticed he did not have his landing gear down and thought he was going to do a fly-by , but then noticed the power was pulled back with the aircraft approaching for a landing with no landing gear . 
the plane scratches along the runway and the video maker describes the sound as ` one you will not forget '
` the belly and tips of the propellers impacted the runway ( the sound of the propellers hitting the surface was one sound you will not forget ) . 
` once the pilot realized his mistake , he gave what appeared to be full throttle and both propellers pulled the front of the aircraft down with the propellers making a second impact with the runway . 
` somehow the engines stayed on and running and the pilot was able to regain control while leaving the airport . 
the video maker noted that once the pilot realized his mistake he began re-engaging the engine
he added : ` it 's amazing the aeroplane engines did not get destroyed during the propellers impact and the pilot did not stall during the forced take-off with the high angle of attack and damaged propellers . ' 
according to wpbf 25 news , the plane 's pilot , chris georgaklis , 85 , managed to fly 100 miles to fort lauderdale after the incident and landed safely . 
mr georgaklis is said to have flown for almost 50 years and was accompanied on the trip by his dog , buddy . 
people look on as the damaged aircraft takes off from the runway and flies 100 miles to fort lauderdale , where it landed safely
the most common cause of a gear-up landing , also known as a belly landing or pancake landing , is human error -- when the pilot simply forgets to deploy the landing gear before touchdown . 
another cause is mechanical fault , when an electric motor or a hydraulic actuator fails . 
the faa is said to be investigating the incident .","The passage describes a gear-up landing incident captured on video in Fort Pierce, Florida. A light general aviation aircraft, approaching the Aero Acres Residential Airpark, touched down without its landing gear deployed. As it skidded along the runway, its belly and propellers struck the tarmac, creating a striking noise and causing noticeable damage. The pilot, 85-year-old Chris Georgaklis, quickly re-engaged the engines and took off again, eventually flying 100 miles to Fort Lauderdale and landing safely. The incident, which may have been due to human error or a mechanical fault, is currently under FAA investigation."
2-0,Veeram ( Valour ) is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions . Veeram ( Valour ) is a 2016 Indian epic historical drama film written and directed by Jayaraj .,"The passage outlines two films that share the title ""Veeram (Valour)."" One is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions, while the other is a 2016 Indian epic historical drama film written and directed by Jayaraj."
2-1,"Sheryl Lee . In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks ( 2017 ) , reprising her role of Laura Palmer . Sheryl Lee Ralph . In 2016 she played Madame Morrible in Wicked on Broadway .","The passage highlights two actresses and their roles: Sheryl Lee appeared in Café Society in 2016 and reprised her role as Laura Palmer in the 2017 Showtime revival of Twin Peaks, while Sheryl Lee Ralph played Madame Morrible in Wicked on Broadway in 2016."
2-2,"Albert Lawrence Brooks ( born Albert Lawrence Einstein ; July 22 , 1947 ) is an American actor , filmmaker , author and comedian . Finding Dory . Directed by Andrew Stanton with co-direction by Angus MacLane , the screenplay was written by Stanton and Victoria Strouse .","The passage provides two key pieces of information. First, it introduces Albert Brooks—born Albert Lawrence Einstein on July 22, 1947—as an American actor, filmmaker, author, and comedian. Second, it details the film ""Finding Dory,"" noting that it was directed by Andrew Stanton (with Angus MacLane as co-director) and features a screenplay written by Andrew Stanton and Victoria Strouse."
2-3,"Timothy Simon Roth ( born 14 May 1961 ) is an English actor and director . Tim Roth ( born December 6 , 1975 ) is the guitarist , backing vocalist and only remaining founding member of Canadian melodic death metal and progressive metal band , Into Eternity .","The passage briefly profiles two individuals named Tim Roth. One, Timothy Simon Roth (born 14 May 1961), is an English actor and director. The other, Tim Roth (born December 6, 1975), is a musician who serves as the guitarist, backing vocalist, and sole remaining founding member of the Canadian band Into Eternity, known for its melodic death metal and progressive metal style."
2-4,The incident occurred on the A9 north of Berriedale in Caithness at about 14:00. Several other people received minor injuries in the crash. The road was closed and diversions were put in place via the A897 Helmsdale to Melvich road. Police Scotland said inquiries into the incident were ongoing.,"A crash occurred around 14:00 on the A9 north of Berriedale in Caithness, resulting in several minor injuries. The road was closed, and traffic was diverted via the A897 Helmsdale to Melvich road. Police Scotland is continuing their investigation."
12-0,"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal . 
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month . 
it is the first sighting of the species in wa and only the second in australia . 
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling . 
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) . 
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species . 
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said . 
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . ' 
the species is usually found in indonesian waters , the philippines and the sea of japan . 
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin . 
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums . 
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 60 vertebrae","A juvenile female Omura's whale, measuring 5.68 meters, washed up on a remote Exmouth beach in Western Australia after Tropical Cyclone Olwyn. This find marks the first sighting of the species in WA and only the second in Australia. Initial identification was challenging until DNA profiling confirmed it as an Omura's whale—a species first described in 2003 and normally found in tropical and subtropical waters (such as those around Indonesia, the Philippines, and the Sea of Japan). Environment Minister Albert Jacob noted that the discovery is highly significant for advancing understanding of the whale’s unique skeletal features and overall distribution, with plans to recover the skeleton for further study and potential museum display."
