source_id,source,summary
11-1,"at the grand old age of 75 , jack nicklaus is still capable of hitting aces . 
the golden bear added another magic moment to his storied career at augusta national in the par-3 contest . 
stepping up to the tee on the 130-yard fourth , the greatest golfer of all time saw his shot sail beyond the flag before spinning back into the hole . 
jack nicklaus gave the crowd something to cheer with a hole in one on the fourth during the par-3 contest
nicklaus holds up his ball to an adoring crowd as gary player ( left ) and ben crenshaw salute the great
crenshaw and nicklaus fist pump following his ace on the 130-yard hole at augusta national
nicklaus was playing alongside gary player and ben crenshaw as the first roar of masters week filled the skies in a sunswept georgia . 
` i had an interview this morning , and i said "" well , all i 've got to do is go out and win the par-3 and make a hole and one "" , and i make a hole in one , ' nicklaus said afterwards . 
the ace was nicklaus ' first on the hallowed turf of augusta , but the veteran saw his achievement eclipsed by that of camilo villegas on a day which saw five hole-in-ones , levelling the record from 2002 . 
the colombian followed nicklaus with an ace on the fourth and also managed one on the eighth , but he could n't quite land the title , losing out to world no 74 kevin streelman in a play-off . 
nicklaus became the youngest person to wear a green jacket in 1963 , and collected his sixth in 1986 . 
he is one of five men to complete the career grand slam , an accolade which favourite rory mcilroy can achieve if he wins his third major in succession .","# Summary: Jack Nicklaus Hits Hole-in-One at Augusta

At 75 years old, golfing legend Jack Nicklaus hit a hole-in-one during the par-3 contest at Augusta National. Playing alongside Gary Player and Ben Crenshaw, Nicklaus aced the 130-yard fourth hole when his shot sailed beyond the flag before spinning back into the hole. This was his first hole-in-one at Augusta, though Nicklaus is already a six-time Masters champion (1963-1986). The day featured a total of five holes-in-one, tying a record from 2002, with Camilo Villegas also scoring two aces. Despite these impressive shots, Kevin Streelman ultimately won the contest in a playoff against Villegas."
11-3,"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal . 
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month . 
it is the first sighting of the species in wa and only the second in australia . 
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling . 
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) . 
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species . 
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said . 
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . ' 
the species is usually found in indonesian waters , the philippines and the sea of japan . 
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin . 
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums . 
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 67 vertebrae","# Rare Omura's Whale Found on Australian Beach

An Omura's whale, a species once feared extinct, was discovered on a remote beach in Exmouth, Western Australia following Tropical Cyclone Olwyn. This marks the first sighting in Western Australia and only the second in Australia. Initially difficult to identify, the 5.68-meter juvenile female was confirmed through DNA profiling. Environment Minister Albert Jacob called the discovery ""highly significant"" as the species was only first scientifically described in 2003. Typically found in Indonesian waters, the Philippines, and the Sea of Japan, the Omura's whale has distinctive features including a sleek body and unique skeletal characteristics. The carcass has been buried, with plans to recover the skeleton in a few years for further research and possible museum display."
11-4,"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal . 
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month . 
it is the first sighting of the species in wa and only the second in australia . 
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling . 
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) . 
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species . 
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said . 
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . ' 
the species is usually found in indonesian waters , the philippines and the sea of japan . 
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin . 
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums . 
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 63 vertebrae","# Rare Omura's Whale Found in Western Australia

An Omura's whale, a species once feared extinct, was discovered washed up on a remote Exmouth beach in Western Australia following Tropical Cyclone Olwyn. This marks the first sighting of the species in Western Australia and only the second in Australia. Initially difficult to identify, the 5.68m juvenile female was confirmed as an Omura's whale through DNA profiling.

Environment Minister Albert Jacob described the find as ""highly significant"" for researchers, as the species was only first documented in scientific literature in 2003. Typically found in Indonesian waters, the Philippines, and the Sea of Japan, Omura's whales have distinctive features including a sleek body shape, unique skeletal characteristics with 53 vertebrae, and four digits on each pectoral fin.

The carcass has been buried with plans to recover the skeleton in a few years for further scientific study and possible museum display."
1-0,"Poseidon (film) . Poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million .","The film ""Poseidon"" had a worldwide box office gross of $181,674,817, with a production budget of $160 million."
1-1,`` Hourglass '' is a song by British electronic duo Disclosure . Hourglass is singer-songwriter James Taylor 's fourteenth studio album .,"The passage identifies two different musical works titled ""Hourglass"": a song performed by the British electronic duo Disclosure, and singer-songwriter James Taylor's fourteenth studio album."
1-2,"As of , more than cases of COVID-19 have been reported in more than 190 countries and 200 territories , resulting in more than deaths .","The passage reports that COVID-19 has spread to more than 190 countries and 200 territories worldwide. While the text mentions both case numbers and deaths, the specific figures and date of reporting are not provided in the excerpt."
1-3,"As of 22 February 2020 , 77,984 cases have been confirmed , including in all provinces of China and more than two dozen other countries .","The passage reports that as of February 22, 2020, there were 77,984 confirmed cases of an illness (presumably COVID-19) that had spread throughout all Chinese provinces and to more than two dozen additional countries."
1-4,"As of 22 February 2020 , 78,629 cases have been confirmed , including in all provinces of China and more than two dozen other countries .","As of February 22, 2020, there were 78,629 confirmed cases spanning all Chinese provinces and more than two dozen other countries worldwide."
10-0,"The ""black box"" of the Su-24 jet was officially opened in Moscow on Friday in front of journalists and diplomats. Nikolai Primak, head of the Russian investigation, said flight information appeared to be missing. Data from the box could help resolve the dispute over the jet's location when it was hit. An analysis is expected to be released next week. The downing of the jet plunged relations between Russia and Turkey into crisis, with Moscow imposing sanctions in response. Turkey insists that the jet, from the Russian air contingent deployed in Syria in support of President Bashar al-Assad, ignored warnings to leave its airspace. Russia says it was shot down within Syrian airspace and President Vladimir Putin vented his anger at Turkey's government again on Thursday, accusing it of subservience to the US and of ""creeping Islamisation"". What we know about how the Su-24 was downedHow Russia's sanctions could hit TurkeyThe war of words as it eruptedThe two countries are heavily involved in Syria but take radically different positions despite both being ostensibly opposed to the Islamic State (IS) militant group. The Su-24 was shot down by F-16 fighters on 24 November. Both crew members ejected but the pilot was killed, apparently by militants on the ground while the navigator was rescued. A Russian marine sent to rescue the crew was also killed and a helicopter destroyed on the ground. Russia has demanded an apology from Turkey and in the meantime has imposed sanctions including a ban on package holidays, which could cost Turkey billions of dollars.","# Summary: Russian Su-24 Black Box Investigation

The black box of the Russian Su-24 jet shot down by Turkey was officially opened in Moscow, with the Russian investigator noting missing flight information. The data could help resolve the dispute over the aircraft's location when hit - Turkey claims it violated their airspace despite warnings, while Russia maintains it was in Syrian airspace. The November 24 incident, where the pilot died and navigator survived, has severely damaged Russia-Turkey relations. In response, Russia imposed sanctions against Turkey, including a tourism ban, and demanded an apology. Both countries remain at odds despite both opposing ISIS in Syria. Analysis results are expected next week."
10-2,"hong kong ( cnn ) six people were hurt after an explosion at a controversial chemical plant in china 's southeastern fujian province sparked a huge fire , provincial authorities told state media . 
the plant , located in zhangzhou city , produces paraxylene ( px ) , a reportedly carcinogenic chemical used in the production of polyester films and fabrics . 
the blast occurred at an oil storage facility monday night after an oil leak , though local media has not reported any toxic chemical spill . 
five out of six people were injured by broken glass and have been sent to the hospital for treatment , xinhua news agency reported . 
more than 600 firefighters were sent to battle the blaze and the fire is now under control , the zhangzhou fire department wrote on their official microblogging account tuesday morning . 
residents living close to the plant had heard the explosion and took to weibo to post photos of the fire . 
one user wrote that he heard a loud blast and felt slight tremors . 
the plant was hit by another explosion in july 2013 , although there were no reports of casualties or toxic leaks at the time . 
though demonstrations are illegal in china , the construction of px plants has sparked protests , which have occasionally turned violent , in several cities in recent years . 
the zhangzhou plant was slated for xiamen -- a densely populated city in the southeast of the country . 
however , it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current , more remote location .","# Chemical Plant Explosion in China Injures Six

An explosion at a controversial paraxylene (PX) chemical plant in Zhangzhou city, Fujian province, China sparked a massive fire and injured six people. The blast occurred at an oil storage facility following an oil leak, with five people injured by broken glass. Over 600 firefighters contained the blaze. This plant, which produces PX (a reportedly carcinogenic chemical used in polyester production), experienced a previous explosion in 2013. Originally slated for construction in densely populated Xiamen, the plant was relocated to its current remote location in 2007 following public protests over pollution concerns. PX plants have sparked demonstrations across several Chinese cities in recent years despite protests being illegal in the country."
10-3,"The girl, aged 15 at the time, had met a man called David Ayrton in a Portsmouth garage in the autumn of 2004. The defendant, now 34 and called Davina, denied the charge. She will be sentenced on 4 March. Judge Ian Pearson remanded her into custody and said it was likely she would be held at a male prison. He added: ""If I were to release on bail there are substantial grounds to believe she would be a risk to herself and a risk of failing to attend for whatever reason. "" I will therefore have to remand in custody. It will have to be a male prison in Winchester but it will be an issue for the prison service."" He also told the jury at Portsmouth Crown Court: ""It's been a slightly unusual case and it's not been an easy case."" The court heard that Ayrton, who has learning difficulties, attempted to commit suicide last summer. Protocols have been put in place for her detention at the prison, a court officer explained. During the trial Ayrton spoke about her sexuality, and said she she had not ""made any physical changes or enhancements"" to her body or taken any medication. She changed her name in 2012. Portsmouth Crown Court was told she raped the teenager while two others were asleep in the garage. The victim said she shouted and swore at Ayrton to stop the attack, but her friends had not woken up. She had ""only drunk a can and a half of Foster's"" and clearly recollected the events. The court heard that in 2014 Ayrton told a worker at the care home where she lived in Fordingbridge, Hampshire, about the attack.","# Summary

David Ayrton, now 34 and known as Davina, was found guilty of raping a 15-year-old girl in a Portsmouth garage in autumn 2004. The victim reported clearly remembering the attack despite having minimal alcohol, stating she shouted for Ayrton to stop but her sleeping friends didn't wake. In 2014, Ayrton disclosed the attack to a worker at her Hampshire care home. Though Ayrton changed her name in 2012, she stated during trial she had not made physical changes to her body. Judge Ian Pearson remanded Ayrton, who has learning difficulties and attempted suicide last summer, to custody in a male prison with special protocols in place. Sentencing was scheduled for March 4."
10-4,"the city of eugene in the united states has been awarded the rights to host the 2021 iaaf world championships . 
the decision was taken by the international association of athletics federations council , who decided to bypass the usual bidding process because of what it saw as a ` unique strategic opportunity to host the iaaf world championships for the first time in the usa ' . 
eugene failed last november in its bid to host the 2019 event , which was instead awarded to doha , but a recent presentation to the iaaf persuaded the governing body the city has what it takes to stage a world championships . 
eugene in the united states has been awarded the rights to host the 2021 iaaf world championships
qatar captial doha , home to the aspire dome , beat eugene to host the 2019 event
` in granting the championships to eugene the iaaf council have made a clear choice on a strategic decision that enables us to take advantage of a unique opportunity that may never arise again , whereby public authorities , the private sector , the national olympic committee , nbc and a particularly enthusiastic public are joining forces , ' iaaf president lamine diack said in a statement . 
` although this decision departs from the usual procedure , i am delighted that my council colleagues understood the enormous opportunity presented to us to access a key market and have taken a decision in the interest of the global development of our sport . ' 
the 2007 world championships held in osaka , japan was also awarded without a bidding process . 
mo farah won gold in the men 's 10000 metres during the 2016 iaaf world athletics championships in moscow","# Eugene Awarded 2021 IAAF World Championships

Eugene, United States, has been granted the rights to host the 2021 IAAF World Championships, marking the first time the event will be held in the USA. The IAAF Council bypassed the standard bidding process, viewing this as a ""unique strategic opportunity"" despite Eugene's failed bid for the 2019 championships, which went to Doha. IAAF President Lamine Diack explained this unusual decision was strategic, capitalizing on the collaborative effort of public authorities, private sector, the National Olympic Committee, NBC, and enthusiastic public support. This approach, while uncommon, follows a precedent set when Osaka was awarded the 2007 championships without a bidding process."
13-0,"He was seriously injured in a bomb attack in Afghanistan in 2006. Since carrying the torch on 26 June, Doncaster-based L/Bdr Parkinson has had thousands of requests on Facebook. But the site limits friend associations to 5,000 per personal page and he cannot accept all the requests. Flanked by hundreds of people, he walked for nearly half an hour with the Olympic torch with an assistant who supported his arm. L/Bdr Parkinson's nomination stated: ""The brain injury took his speech, but not his personality and sense of humour,"" adding he now speaks unaided. It said: ""Determined to prove everyone wrong, he fought back every step of the way. Ben's intelligence and wit [are] unchanged. Still the same funny and caring Ben."" He spends 12 hours a day in the gym and rehab and walks with crutches, spending ""the rest of his time spent raising money for many military charities and as patron of his beloved             Pilgrim Bandits "". L/Bdr Parkinson's mother Diane said the responses had ""been phenomenal"" and that Ben was really ""buoyed up"" by the support and friendship he had been shown. She said: ""It's just unbelievable, Ben's had way over 5,000 friend requests but Facebook won't let him have more than that number. "" Thousands of people have joined the Pilgrim Bandits website and the messages of support we've had are great. "" Ben's page has had 19,000 hits just on an update, I don't understand how these things work, but it's phenomenal."" She said the amount of post the family had received had also increased. She added: ""Some mail has just been addressed to Ben, please Mr Postie. "" E-mail traffic has gone through the roof and Ben's had hundreds of requests to visit places with the [Olympic] torch. "" He's absolutely bouncing and buoyed up and elated."" Facebook would not comment on the issue but their guidance was that if people were receiving this many requests then they have become a public figure, so should consider having a page instead of a profile. Alternatively, Ben could use subscribe so that people can see his public updates without actually becoming a friend. A total of 8,000 people will carry the flame during its 8,000 mile, 70-day journey to the opening ceremony of the Olympic Games in London on 27 July.","# Summary of Olympic Torch Bearer L/Bdr Parkinson

Lance Bombardier Parkinson, who was seriously injured in a 2006 Afghanistan bomb attack that affected his speech but not his personality, carried the Olympic torch on June 26. After walking for nearly 30 minutes with assistance, he received thousands of Facebook friend requests but couldn't accept them all due to the platform's 5,000 friend limit. 

Despite his injuries, Parkinson spends 12 hours daily in rehabilitation, walks with crutches, and raises money for military charities as patron of the Pilgrim Bandits. His mother Diane described the public response as ""phenomenal,"" with thousands joining the Pilgrim Bandits website and sending messages of support. Facebook suggested he create a page rather than a profile since he has become a public figure. Parkinson is one of 8,000 people carrying the Olympic flame during its 70-day journey to London's opening ceremony on July 27."
13-1,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","# Summary: Poldark Episode Timeline Inconsistency

The upcoming episode of Poldark will show Demelza Poldark giving birth to a daughter, with her husband Ross (played by Aidan Turner) lovingly embracing fatherhood. The passage highlights a significant timeline inconsistency in the show - while Demelza's pregnancy was just announced in the previous episode, tomorrow's installment suddenly shows her eight months pregnant and giving birth within minutes of screen time. This isn't the first time the show has compressed a pregnancy timeline, as a character named Elizabeth previously experienced a similar time jump. Fans have noticed this unusual pacing, with one commenting on social media: ""If you are pregnant in Poldark times expect to have it in the next 10 minutes."""
13-2,"hundreds of children were admitted to hospital last year after being born brain damaged following exposure to alcohol in the womb , alarming new figures have revealed . 
in total , 272 youngsters left disabled by foetal alcohol syndrome were hospitalised in england over the past 12 months , according to data from the official health and social care information centre . 
but the actual number affected by their mother ' s drinking could be far greater , experts have warned . 
warning : new figures show that 272 youngsters left disabled by foetal alcohol syndrome were hospitalised in england over the past 12 months , according to the official health and social care information centre
research by the world health organisation suggests that at least one in 100 babies born in the uk could suffer learning , behavioural and physical problems such as deformed limbs because of exposure to alcohol , according to the sunday people . 
that equates to about 7,500 every year . 
elizabeth mitchell , of the national organisation for foetal alchol syndrome , told reporter nicola fifield : ` children born with the syndrome do n't get better . 
` it is an enormous problem and one that is terribly sad and vastly under-diagnosed . ' 
tip of the iceberg : research by the world health organisation suggests that at least one in 100 babies born in the uk could suffer learning and behavioural problems because of exposure to alcohol in the womb
one teenager who was born with foetal alcohol syndrome is 15-year-old niamh brown . 
she needs help getting dressed , has no sense of danger and will never be able to live independently . 
niamh was three when her adoptive parents julia and simon first noticed something was wrong . 
she stuggled at playschool , having difficulty holding a pencil and paying attention . 
two years later , at the age of five , niamh was diagnosed with foetal alcohol syndrome from her birth mother 's drinking . 
in 2007 , julia and simon set up the foetal alcohol spectrum disorder trust to help others . 
other medical issues associated with alcohol consumption during pregnancy include problems with the liver , kidneys and heart , cerebral palsy , sight loss and epilepsy . 
pregnant women are advised by the government not to drink alcohol . 
if they do , the maximum consumption recommended is up to two units no more than twice a week . 
but ms mitchell believes the guidance should be changed so that women are advised not to drink at all during pregnancy .","# Summary: Alarming Increase in Foetal Alcohol Syndrome Cases

According to new figures from the Health and Social Care Information Centre, 272 children with foetal alcohol syndrome were hospitalized in England last year due to brain damage from prenatal alcohol exposure. Experts warn the actual number affected could be much higher, with World Health Organisation research suggesting approximately 1 in 100 UK babies (roughly 7,500 annually) may suffer learning, behavioral, and physical problems due to alcohol exposure in the womb.

The condition causes permanent disabilities, with Elizabeth Mitchell from the National Organisation for Foetal Alcohol Syndrome describing it as ""vastly under-diagnosed."" The article highlights 15-year-old Niamh Brown, who will never live independently due to FAS. Associated medical issues include problems with organs, cerebral palsy, sight loss, and epilepsy.

While current government guidance allows pregnant women limited alcohol consumption (up to two units twice weekly), some experts advocate for complete abstinence during pregnancy."
13-3,"The Scots have won all five qualifiers to date and host Iceland at Falkirk Stadium on Friday knowing victory would all but secure their place. But Evans is desperate not to miss out again after play-off losses for Euro 2013 and last year's  World Cup. ""Now that we're in this position, it would be devastating,"" she said. ""We've been so close and fallen at the last hurdle twice now trying to get to major competitions. ""It would be more heartbreak than humiliation. ""Iceland, ranked one place above the Scots at number 20 in the world, are also unbeaten after four wins from four, with the outcome of Friday's contest and the return fixture in Reykjavik on 20 September likely to decide who tops the group. ""Obviously reaching the finals is everyone's aim,"" said 24-year-old Bayern Munich forward Evans. "" It's been my aim since I got into the squad, and [veteran goalkeeper] Gemma Fay has been aiming for it for 15 years. ""I think it's going to be emotional if we do get there, although we're taking it step by step, trying not to think too far ahead. ""With the best six of the eight group runners-up also qualifying automatically, Scotland are in pole position to reach next summer's finals in the Netherlands without the need for a play-off. ""Iceland are top seeds in the group,"" Evans noted. "" They're a really good side and we've always had tough games against them. ""But we know we've got a really good chance to beat them. ""It would be fantastic to have a big crowd at Falkirk. Having the fans behind us makes a huge difference. ""Evans is one of 12 players in the current 20-strong squad who play outside Scotland, with five at English clubs, four in Sweden and two at Seattle Reign in the United States National Women's Soccer League, including newly-crowned BBC Women's Footballer of the Year Kim Little. Perth-born Evans recently celebrated winning the women's Bundesliga in her first season at Bayern, rubbing shoulders with the likes of Franck Ribery and Arjen Robben as they joined the victorious men's squad for a rapturous reception on the balcony at Munich's New Town Hall. ""It was mind-blowing, completely mind-blowing,"" she recalled. "" There were thousands of people cheering when we came out. ""We had a party with the men's team on the Saturday night, having been in their stadium on the Saturday just to get congratulated. ""I actually walked out with Franck Ribery at the Town Hall, but, in the photos, Arjen Robben is in the background. I don't know them very well, but they were all really chatty, really good with us. ""Evans, who won four Scottish Women's Premier League titles and six domestic cups with Glasgow City before moving to Germany with Turbine Potsdam, believes the benefits of having more players in the world's top leagues benefits the national team as they close in on a first major finals. ""Germany has been at the top of women's football for a long time now - it has really developed over there,"" she added. ""The league is good, arguably one of the best in the world for competitiveness, and we have a hard game every week. ""Even within the Bayern set-up, there is such good competition. Just being able to train with those players every day makes you better. I'm really privileged. ""The league in Scotland is improving, but the girls playing abroad bring something different. ""It is a different culture, a new way of playing, and that adds to the national team.""","# Scotland Women's Football Team Close to Historic Qualification

Scotland's women's football team has won all five qualifiers and is on the verge of securing their first major tournament appearance. Forward Lisa Evans, who plays for Bayern Munich, expresses how ""devastating"" it would be to miss out again after previous play-off losses for Euro 2013 and the World Cup.

The team hosts Iceland (ranked 20th, one spot above Scotland) in a crucial match at Falkirk Stadium, with both teams currently unbeaten in qualifying. Scotland appears well-positioned to reach next summer's finals in the Netherlands, potentially without requiring a play-off.

The national team benefits from having 12 players competing in top leagues abroad, including Evans who recently celebrated winning the Bundesliga with Bayern Munich. She believes this international experience enhances the squad as they pursue their historic qualification goal."
13-4,"this is the moment an aeroplane touched down on a runway without deploying its landing gear and skidded along the runway on its belly . 
captured in fort pierce , florida , the shocking footage shows the light general aviation aircraft approaching the aero acres residential airpark . 
despite the fact the aerostar plane travels at speed , its descent towards the landing strip appears normal until the video maker makes a startling observation . 
the light general aviation aircraft approaches the aero acres residential airpark and touches down without its landing gear deployed
he states that the landing gear has not been deployed and at that very moment the plane touches down with a bump and scratches along the tarmac . 
its propellers can be heard ricocheting off the ground as the wings bounce up and down from the impact . 
suddenly the pilot re-engages the engines and rather unceremoniously takes off back into the air . 
the plane 's propellers can be heard ricocheting off the ground as the wings bounce up and down from the impact
the video maker can be heard saying that the plane 's propellers have been damaged in the collision with the runway and that more than likely , the pilot will crash . 
he later said : ` i was walking down the flight line of aircraft that flew in for the day , which is close to the main runway and noticed this light twin aircraft coming in low . 
` i noticed he did not have his landing gear down and thought he was going to do a fly-by , but then noticed the power was pulled back with the aircraft approaching for a landing with no landing gear . 
the plane scratches along the runway and the video maker describes the sound as ` one you will not forget '
` the belly and tips of the propellers impacted the runway ( the sound of the propellers hitting the surface was one sound you will not forget ) . 
` once the pilot realized his mistake , he gave what appeared to be full throttle and both propellers pulled the front of the aircraft down with the propellers making a second impact with the runway . 
` somehow the engines stayed on and running and the pilot was able to regain control while leaving the airport . 
the video maker noted that once the pilot realized his mistake he began re-engaging the engine
he added : ` it 's amazing the aeroplane engines did not get destroyed during the propellers impact and the pilot did not stall during the forced take-off with the high angle of attack and damaged propellers . ' 
according to wpbf 25 news , the plane 's pilot , chris georgaklis , 85 , managed to fly 100 miles to fort lauderdale after the incident and landed safely . 
mr georgaklis is said to have flown for almost 50 years and was accompanied on the trip by his dog , buddy . 
people look on as the damaged aircraft takes off from the runway and flies 100 miles to fort lauderdale , where it landed safely
the most common cause of a gear-up landing , also known as a belly landing or pancake landing , is human error -- when the pilot simply forgets to deploy the landing gear before touchdown . 
another cause is mechanical fault , when an electric motor or a hydraulic actuator fails . 
the faa is said to be investigating the incident .","# Summary: Airplane Belly Landing Incident in Florida

A light aircraft made an emergency belly landing at Aero Acres residential airpark in Fort Pierce, Florida, after the pilot failed to deploy landing gear. Footage captured the plane touching down on its belly with propellers striking the runway. Remarkably, the pilot, 85-year-old Chris Georgaklis, managed to re-engage the engines and take off again despite the damage. Georgaklis, a 50-year flying veteran who was traveling with his dog Buddy, successfully flew an additional 100 miles to Fort Lauderdale where he landed safely. The incident, likely caused by human error, is under FAA investigation. According to an observer, it was ""amazing"" that the engines continued functioning after the propeller impact."
2-0,Veeram ( Valour ) is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions . Veeram ( Valour ) is a 2016 Indian epic historical drama film written and directed by Jayaraj .,"The passage identifies two distinct Indian films titled ""Veeram"" (meaning ""Valour""): a 2014 Tamil action film directed by Siva and produced by Vijaya Productions, and a 2016 epic historical drama written and directed by Jayaraj."
2-1,"Sheryl Lee . In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks ( 2017 ) , reprising her role of Laura Palmer . Sheryl Lee Ralph . In 2016 she played Madame Morrible in Wicked on Broadway .","The passage describes two actresses with similar names and their 2016-2017 work. Sheryl Lee appeared in ""Café Society"" (2016) and reprised her role as Laura Palmer in the 2017 Showtime revival of ""Twin Peaks."" Separately, Sheryl Lee Ralph played Madame Morrible in the Broadway production of ""Wicked"" in 2016."
2-2,"Albert Lawrence Brooks ( born Albert Lawrence Einstein ; July 22 , 1947 ) is an American actor , filmmaker , author and comedian . Finding Dory . Directed by Andrew Stanton with co-direction by Angus MacLane , the screenplay was written by Stanton and Victoria Strouse .","The passage identifies Albert Lawrence Brooks (born Albert Lawrence Einstein on July 22, 1947) as an American actor, filmmaker, author, and comedian. It also mentions Finding Dory, a film directed by Andrew Stanton with co-direction by Angus MacLane, with a screenplay written by Stanton and Victoria Strouse. The passage does not explicitly state Brooks' connection to Finding Dory."
2-3,"Timothy Simon Roth ( born 14 May 1961 ) is an English actor and director . Tim Roth ( born December 6 , 1975 ) is the guitarist , backing vocalist and only remaining founding member of Canadian melodic death metal and progressive metal band , Into Eternity .","The passage describes two different individuals named Tim Roth. The first is Timothy Simon Roth, an English actor and director born on May 14, 1961. The second is a musician born December 6, 1975, who serves as guitarist and backing vocalist for Canadian melodic death metal band Into Eternity, being the only remaining founding member of the group."
2-4,The incident occurred on the A9 north of Berriedale in Caithness at about 14:00. Several other people received minor injuries in the crash. The road was closed and diversions were put in place via the A897 Helmsdale to Melvich road. Police Scotland said inquiries into the incident were ongoing.,The passage describes a crash that occurred on the A9 north of Berriedale in Caithness around 14:00. Several people sustained minor injuries in the incident. Authorities closed the road and established diversions through the A897 Helmsdale to Melvich road. Police Scotland is currently investigating the incident.
